image_id,bbox,category_id,id,num_bboxes
id_b1493m7e58oq,"[224.0, 741.0, 27.0, 45.0]",2.0,1408.0,41
id_bt6teets6vr1,"[164.0, 746.0, 153.0, 161.0]",3.0,2208.0,30
id_vlsy9m9k9n4u,"[416.0, 386.0, 69.0, 61.0]",2.0,6219.0,6
id_ylazzninoyas,"[221.0, 50.0, 54.0, 51.0]",2.0,6735.0,18
id_wzf5r6yyhiwz,"[17.0, 68.0, 25.0, 28.0]",2.0,6495.0,2
id_wdxxmjer6st4,"[750.0, 644.0, 59.0, 62.0]",2.0,6408.0,4
id_zv0c1cgcv0sd,"[957.0, 252.0, 42.0, 43.0]",2.0,7054.0,6
id_1kp6tk61zl3s,"[238.0, 94.0, 93.0, 59.0]",2.0,356.0,20
id_syn5fkxfsol2,,,,1
id_ur3jnfh2h692,"[253.0, 219.0, 43.0, 62.0]",2.0,2200.0,28
id_ciiqz9xwcsfr,"[543.0, 656.0, 52.0, 33.0]",3.0,904.0,11
id_7087o64mzs3i,,,,1
id_e1n4abol0c6e,"[860.0, 585.0, 48.0, 41.0]",2.0,2194.0,6
id_31cxkkyodb3a,"[438.0, 387.0, 49.0, 66.0]",2.0,713.0,88
id_se5qth5y75sm,"[307.0, 736.0, 55.0, 74.0]",2.0,3490.0,34
id_552k2k0dmc4g,"[312.0, 167.0, 33.0, 32.0]",2.0,884.0,25
id_116yenvb7wud,"[318.0, 469.0, 31.0, 28.0]",2.0,250.0,87
id_sy7qgz4tkfao,"[319.0, 137.0, 38.0, 41.0]",2.0,5717.0,22
id_kyps07fq6n0z,"[346.0, 114.0, 24.0, 24.0]",3.0,4680.0,4
id_xa7v4eltvehl,"[450.0, 241.0, 32.0, 29.0]",2.0,6778.0,4
id_36no67estlck,,,,1
id_d93cyskrhh39,"[135.0, 726.0, 44.0, 47.0]",3.0,2890.0,4
id_733s52eb48v9,,,,1
id_gjn34vhm63wa,"[152.0, 625.0, 78.0, 91.0]",2.0,2100.0,35
id_o34dx8g286le,"[759.0, 32.0, 57.0, 45.0]",2.0,2927.0,61
id_75em9uv7mysl,"[398.0, 314.0, 45.0, 34.0]",2.0,1778.0,67
id_ylazzninoyas,"[143.0, 166.0, 59.0, 59.0]",2.0,6734.0,18
id_vy2ce3d8eqq6,"[291.0, 356.0, 30.0, 33.0]",2.0,6299.0,23
id_u157q9u4uiug,"[0.0, 300.0, 41.0, 39.0]",2.0,6038.0,21
id_er2oakuyjkkp,,,,1
id_4658qamxssbv,"[647.0, 868.0, 69.0, 57.0]",2.0,1199.0,4
id_kkkpz698mnru,"[879.0, 82.0, 120.0, 78.0]",2.0,2576.0,16
id_nz58zpujqfv7,"[723.0, 394.0, 80.0, 79.0]",2.0,2875.0,55
id_8h1meu3g8x4e,"[701.0, 154.0, 53.0, 46.0]",2.0,1606.0,10
id_fcqzm65fqa84,"[899.0, 671.0, 68.0, 55.0]",2.0,3111.0,57
id_0v85a76qcx9m,"[640.0, 119.0, 46.0, 49.0]",2.0,165.0,128
id_vw825qb3iodk,"[80.0, 571.0, 39.0, 52.0]",2.0,4648.0,2
id_94123i4ynxfj,"[214.0, 627.0, 76.0, 55.0]",2.0,2074.0,35
id_n2ygc6c74u1k,"[912.0, 607.0, 50.0, 59.0]",2.0,3438.0,35
id_larlxzn26lm9,"[880.0, 646.0, 119.0, 177.0]",3.0,1577.0,5
id_a7czdjdqtee8,"[336.0, 817.0, 59.0, 66.0]",2.0,2348.0,4
id_culm173x1pwf,"[84.0, 946.0, 19.0, 22.0]",2.0,3043.0,2
id_uynsw6du0dv4,"[289.0, 244.0, 42.0, 37.0]",2.0,4501.0,11
id_vhgpu3d40la0,"[452.0, 350.0, 25.0, 23.0]",2.0,6380.0,22
id_jx23zmdakb4n,"[104.0, 783.0, 17.0, 18.0]",3.0,3911.0,9
id_q2k8v99jxaje,"[282.0, 233.0, 29.0, 25.0]",2.0,3901.0,38
id_wjz7ypzj8il9,"[114.0, 440.0, 29.0, 28.0]",2.0,3919.0,30
id_d8s9fie3vtgv,"[482.0, 78.0, 17.0, 50.0]",2.0,2571.0,9
id_qq8g3nhw4uc1,"[752.0, 15.0, 27.0, 33.0]",3.0,1918.0,10
id_e53h4csr5vkr,"[150.0, 218.0, 82.0, 44.0]",2.0,2196.0,4
id_61122nazrceg,"[280.0, 402.0, 63.0, 42.0]",2.0,1439.0,2
id_aj8nbwwycwdf,"[843.0, 491.0, 109.0, 84.0]",2.0,709.0,5
id_w4gbu39nivhd,"[313.0, 531.0, 123.0, 133.0]",3.0,6535.0,8
id_dhn816gg3sd5,"[415.0, 267.0, 28.0, 28.0]",2.0,3144.0,38
id_8vp6m7vdag56,"[603.0, 754.0, 39.0, 52.0]",2.0,2143.0,6
id_nth709eb1h5m,"[513.0, 764.0, 46.0, 48.0]",2.0,4861.0,12
id_p25whdapnzvg,"[439.0, 652.0, 50.0, 62.0]",2.0,3074.0,78
id_ni8h415zs5kg,"[898.0, 98.0, 101.0, 81.0]",2.0,4711.0,18
id_26ruzq2jco39,"[305.0, 349.0, 35.0, 43.0]",2.0,340.0,29
id_575aieenif4s,"[157.0, 430.0, 28.0, 28.0]",3.0,1010.0,5
id_ejwalpk403sp,"[275.0, 422.0, 32.0, 30.0]",2.0,3337.0,50
id_13epxdunjofa,"[344.0, 84.0, 58.0, 65.0]",2.0,230.0,7
id_fd1432h4nhpi,"[53.0, 428.0, 80.0, 90.0]",2.0,3057.0,47
id_99s08adkoo1k,"[501.0, 614.0, 53.0, 54.0]",2.0,1047.0,5
id_y3ti1keqvnhx,"[917.0, 540.0, 77.0, 46.0]",2.0,7143.0,87
id_z36v33ql4jjp,,,,1
id_883isr2pfpo9,"[752.0, 0.0, 51.0, 28.0]",2.0,2071.0,15
id_pyn436mbwno3,"[186.0, 257.0, 50.0, 42.0]",2.0,5316.0,24
id_tn50jg0jknce,"[107.0, 199.0, 25.0, 27.0]",2.0,6092.0,28
id_m3feln7wv9if,"[376.0, 76.0, 29.0, 27.0]",3.0,4447.0,2
id_p25whdapnzvg,"[233.0, 746.0, 45.0, 58.0]",2.0,3095.0,78
id_82jch294yb70,"[286.0, 145.0, 88.0, 71.0]",2.0,1331.0,16
id_526a21541hli,"[249.0, 14.0, 48.0, 41.0]",2.0,868.0,28
id_gbhtfm03gku3,"[224.0, 529.0, 67.0, 59.0]",1.0,2455.0,34
id_t6pcmzsdo2i7,"[278.0, 746.0, 38.0, 56.0]",2.0,5993.0,32
id_yr74ptg9hmm2,"[100.0, 273.0, 31.0, 44.0]",2.0,6779.0,29
id_685vby6oydnd,"[722.0, 86.0, 56.0, 52.0]",2.0,1273.0,4
id_lonl42rybumu,,,,1
id_27becrfi5b01,"[318.0, 339.0, 19.0, 45.0]",2.0,585.0,61
id_kig9651qso38,,,,1
id_jx23zmdakb4n,"[139.0, 954.0, 43.0, 34.0]",3.0,3910.0,9
id_7qkuci31a6ys,"[823.0, 671.0, 28.0, 41.0]",2.0,404.0,32
id_xiatroeorbo2,"[50.0, 422.0, 41.0, 57.0]",2.0,6809.0,43
id_adm96hx5392h,"[470.0, 567.0, 53.0, 37.0]",2.0,1866.0,58
id_3u8m5yofh6ej,"[0.0, 846.0, 61.0, 63.0]",2.0,498.0,6
id_87ywrq1ogpcj,,,,1
id_fke07nsrbm0r,"[414.0, 9.0, 47.0, 41.0]",2.0,3570.0,5
id_a47fvliqm3ut,"[688.0, 349.0, 34.0, 34.0]",3.0,1753.0,24
id_arrv98g89a1z,"[295.0, 120.0, 33.0, 42.0]",2.0,2528.0,47
id_94123i4ynxfj,"[429.0, 373.0, 35.0, 28.0]",3.0,2077.0,35
id_31cxkkyodb3a,"[768.0, 74.0, 46.0, 43.0]",2.0,759.0,88
id_znwmgvw8niz3,,,,1
id_nwfehvbnj9oj,,,,1
id_yegvkt280smv,,,,1
id_4xzcjar3rqcs,"[430.0, 958.0, 42.0, 32.0]",2.0,819.0,11
id_97mhyw1q24bb,,,,1
id_1wsv6fd1chah,,,,1
id_5u24ogppojxv,"[421.0, 32.0, 44.0, 79.0]",2.0,665.0,36
id_ejwalpk403sp,"[109.0, 216.0, 27.0, 31.0]",2.0,3313.0,50
id_b7hbko0jyb8u,,,,1
id_lzw7osrfwqqy,"[350.0, 926.0, 30.0, 36.0]",2.0,3275.0,13
id_iudjfzq1ilmh,"[444.0, 329.0, 40.0, 51.0]",2.0,4063.0,15
id_mxvmshgdw013,,,,1
id_ftjax8ffiezt,,,,1
id_552k2k0dmc4g,"[316.0, 461.0, 25.0, 38.0]",2.0,897.0,25
id_8gktsd5svrub,"[124.0, 370.0, 42.0, 42.0]",2.0,1595.0,10
id_fvldv7o1kn9d,"[515.0, 885.0, 72.0, 61.0]",2.0,2316.0,18
id_suwtpmdcxyi3,"[547.0, 667.0, 68.0, 69.0]",2.0,5685.0,69
id_5oya6o9a12ix,"[260.0, 103.0, 44.0, 52.0]",1.0,1310.0,18
id_o7codcqtcd48,"[918.0, 431.0, 57.0, 46.0]",2.0,2968.0,7
id_2biytjbbqax2,"[539.0, 234.0, 40.0, 53.0]",2.0,243.0,34
id_83zvxsjuhdr0,,,,1
id_2243rbxm6yh9,"[328.0, 279.0, 42.0, 23.0]",1.0,194.0,2
id_ejwalpk403sp,"[74.0, 126.0, 27.0, 34.0]",2.0,3299.0,50
id_7tnds8hdvbtf,"[445.0, 649.0, 34.0, 51.0]",2.0,1939.0,36
id_xbzeypqug27e,"[58.0, 122.0, 30.0, 21.0]",2.0,4825.0,17
id_eo6mdocfj76e,"[821.0, 449.0, 46.0, 57.0]",2.0,2879.0,15
id_vhgpu3d40la0,"[337.0, 114.0, 54.0, 48.0]",2.0,6361.0,22
id_xcjedo320kem,"[161.0, 57.0, 31.0, 28.0]",2.0,6665.0,6
id_2q3toeeg590y,"[506.0, 205.0, 43.0, 48.0]",2.0,555.0,33
id_fnnh7p6592us,,,,1
id_14hlw17xrotu,"[32.0, 362.0, 26.0, 21.0]",3.0,278.0,47
id_gk9cyikcunil,"[971.0, 954.0, 28.0, 41.0]",2.0,3477.0,55
id_wsattrpy3k67,"[948.0, 730.0, 46.0, 48.0]",2.0,4755.0,9
id_crilwdd60eb5,"[342.0, 965.0, 53.0, 32.0]",2.0,1599.0,7
id_cynp687ugm1a,"[706.0, 934.0, 27.0, 44.0]",2.0,920.0,14
id_ro454orbczp4,"[315.0, 795.0, 72.0, 62.0]",2.0,4067.0,43
id_szynve2o3bgm,"[377.0, 777.0, 31.0, 58.0]",2.0,5745.0,15
id_p8wkyu0j77fx,"[270.0, 258.0, 42.0, 59.0]",2.0,3746.0,55
id_z0a3a7nthk3k,,,,1
id_ptkottkbdhid,"[837.0, 514.0, 39.0, 26.0]",3.0,5276.0,23
id_030hekikfdhm,"[39.0, 153.0, 38.0, 60.0]",2.0,18.0,16
id_ipularbs24mh,"[450.0, 420.0, 43.0, 39.0]",2.0,3717.0,24
id_iykctec21oj8,"[606.0, 590.0, 52.0, 44.0]",2.0,4277.0,41
id_pk8sh2sjitx0,"[334.0, 119.0, 41.0, 25.0]",3.0,4987.0,3
id_y3ti1keqvnhx,"[348.0, 296.0, 63.0, 40.0]",2.0,7118.0,87
id_2nife6lnynfg,"[107.0, 439.0, 45.0, 48.0]",2.0,798.0,62
id_p25whdapnzvg,"[901.0, 381.0, 75.0, 47.0]",2.0,3061.0,78
id_2o5qtxx2p7it,"[276.0, 785.0, 78.0, 75.0]",2.0,440.0,62
id_nxhmwd4y29di,"[208.0, 349.0, 109.0, 59.0]",2.0,4676.0,16
id_27becrfi5b01,"[0.0, 637.0, 76.0, 35.0]",2.0,597.0,61
id_w3mqzarmiyqv,"[741.0, 689.0, 50.0, 43.0]",3.0,6518.0,18
id_nzxxfye86dlh,"[116.0, 142.0, 16.0, 22.0]",2.0,4722.0,8
id_9gp4lno5ugt0,"[101.0, 362.0, 31.0, 36.0]",3.0,2213.0,42
id_jnuv9im40az4,"[200.0, 190.0, 24.0, 22.0]",3.0,4198.0,12
id_pg6f4cz5e2k6,"[105.0, 8.0, 76.0, 69.0]",2.0,3160.0,14
id_pvu8mxy4l8ma,"[91.0, 588.0, 71.0, 66.0]",2.0,5577.0,16
id_0v85a76qcx9m,"[955.0, 676.0, 44.0, 63.0]",2.0,237.0,128
id_mft19h9at64a,"[524.0, 122.0, 67.0, 67.0]",2.0,3356.0,13
id_5eahvpclfp3f,"[447.0, 396.0, 52.0, 37.0]",2.0,1390.0,9
id_lpmthv5gdqna,"[454.0, 249.0, 39.0, 62.0]",2.0,4886.0,13
id_5sxglb20i6ha,"[201.0, 22.0, 76.0, 57.0]",2.0,1338.0,14
id_3m5zyduzv6qt,"[724.0, 361.0, 89.0, 60.0]",2.0,756.0,40
id_ig0dy6rx7zox,"[147.0, 238.0, 54.0, 75.0]",2.0,3661.0,28
id_njru6oegqecc,"[182.0, 767.0, 80.0, 90.0]",2.0,3538.0,29
id_088vv082zf1w,"[361.0, 166.0, 42.0, 49.0]",2.0,16.0,7
id_rgmtv9z5sobp,"[21.0, 461.0, 31.0, 38.0]",2.0,5756.0,1
id_4rbu92q1gr0p,"[488.0, 831.0, 80.0, 75.0]",2.0,1311.0,27
id_7xw3qdjvz75v,"[924.0, 152.0, 32.0, 36.0]",2.0,1985.0,14
id_w8c8d08302k2,"[745.0, 609.0, 52.0, 51.0]",2.0,6374.0,11
id_0v85a76qcx9m,"[606.0, 554.0, 67.0, 48.0]",2.0,245.0,128
id_l4egzlzj6rqm,,,,1
id_adm96hx5392h,"[252.0, 34.0, 39.0, 22.0]",2.0,1896.0,58
id_xciyfi8aju7h,,,,1
id_3hsf277mxqtf,"[844.0, 329.0, 59.0, 88.0]",2.0,412.0,21
id_wbia5y6s3jfm,"[7.0, 188.0, 85.0, 38.0]",2.0,6492.0,4
id_tit2q67k6v8m,"[38.0, 767.0, 44.0, 37.0]",2.0,4364.0,23
id_ro454orbczp4,"[556.0, 82.0, 96.0, 78.0]",2.0,4072.0,43
id_h33r5sor2ztp,"[369.0, 340.0, 37.0, 38.0]",3.0,3619.0,15
id_28132igi0chd,"[36.0, 715.0, 53.0, 53.0]",2.0,231.0,37
id_i4r1dhstk9e1,,,,1
id_esjjr97qugnh,"[471.0, 913.0, 55.0, 67.0]",2.0,2904.0,18
id_pn50ypvqzgpx,"[51.0, 416.0, 91.0, 55.0]",2.0,5535.0,15
id_cs9evsa40sdg,"[295.0, 398.0, 20.0, 21.0]",2.0,2018.0,12
id_suwtpmdcxyi3,"[773.0, 87.0, 68.0, 72.0]",2.0,5729.0,69
id_3hn2qfd2zs8r,,,,1
id_d6nziy7nimi3,"[123.0, 952.0, 47.0, 37.0]",2.0,1042.0,84
id_sy7qgz4tkfao,"[717.0, 495.0, 53.0, 43.0]",2.0,5727.0,22
id_3hsf277mxqtf,"[799.0, 855.0, 74.0, 75.0]",2.0,415.0,21
id_48tosg3zlula,"[630.0, 212.0, 69.0, 48.0]",2.0,857.0,21
id_ept7dq68xmki,"[609.0, 549.0, 54.0, 61.0]",2.0,1821.0,38
id_szg8nq0oo6qt,"[486.0, 588.0, 58.0, 44.0]",2.0,5934.0,39
id_6dqo5hpe12fn,"[186.0, 279.0, 34.0, 36.0]",2.0,1677.0,48
id_0k31nj2gxrn7,"[480.0, 799.0, 62.0, 48.0]",2.0,62.0,47
id_2mofswx85xdt,"[33.0, 608.0, 173.0, 110.0]",2.0,531.0,13
id_4h2ra8mg6x0t,"[397.0, 199.0, 24.0, 26.0]",2.0,1028.0,3
id_n6n3katgiuxc,"[386.0, 91.0, 65.0, 56.0]",2.0,2788.0,5
id_ycn9dxeyvj6a,"[914.0, 77.0, 60.0, 55.0]",2.0,6836.0,29
id_d41q19jj9mkq,,,,1
id_i3ff8jzypjzq,"[893.0, 90.0, 58.0, 51.0]",2.0,3587.0,23
id_sddlw14ccvxe,"[347.0, 0.0, 20.0, 10.0]",3.0,5602.0,2
id_kq357v0gf6xp,"[534.0, 850.0, 33.0, 46.0]",2.0,4102.0,31
id_0v5b567cdqzu,"[12.0, 189.0, 21.0, 28.0]",3.0,116.0,1
id_mq116211n4qz,"[343.0, 71.0, 59.0, 27.0]",2.0,4585.0,14
id_2t3w6qffmkn8,"[168.0, 379.0, 34.0, 27.0]",2.0,465.0,5
id_i0x7robmj2gm,"[619.0, 12.0, 51.0, 36.0]",2.0,3768.0,9
id_b0admfzrzr7v,"[817.0, 932.0, 89.0, 67.0]",2.0,2633.0,20
id_0v85a76qcx9m,"[1.0, 922.0, 28.0, 27.0]",2.0,217.0,128
id_410tsma2kgrw,,,,1
id_noii8713rfp9,"[742.0, 79.0, 47.0, 36.0]",2.0,4790.0,69
id_epl4r14vbvny,"[864.0, 920.0, 58.0, 42.0]",2.0,3368.0,24
id_g67uczgxnyfc,"[833.0, 2.0, 87.0, 89.0]",2.0,3321.0,21
id_vim3ce8ix79q,"[857.0, 853.0, 91.0, 65.0]",2.0,6210.0,6
id_yyiz21is2r7l,"[453.0, 67.0, 35.0, 32.0]",2.0,6894.0,36
id_r2e10uvof1bg,"[44.0, 129.0, 38.0, 32.0]",2.0,5738.0,3
id_d79ctgg5uzyl,"[217.0, 117.0, 31.0, 29.0]",2.0,2883.0,7
id_vfj9313lwxxk,"[709.0, 144.0, 36.0, 49.0]",3.0,4581.0,7
id_68ikj0m2vkn6,"[245.0, 65.0, 39.0, 34.0]",2.0,1593.0,7
id_sz0x8wg7i1nc,"[103.0, 328.0, 24.0, 20.0]",3.0,5746.0,6
id_sksjfc49r7xf,,,,1
id_gxgze3b2ibnm,"[781.0, 307.0, 192.0, 165.0]",2.0,3569.0,8
id_31cxkkyodb3a,"[2.0, 635.0, 45.0, 44.0]",2.0,766.0,88
id_xnhayk6pbv1z,"[894.0, 0.0, 80.0, 51.0]",2.0,6628.0,30
id_v3moogu5lpii,"[0.0, 391.0, 37.0, 40.0]",2.0,6229.0,10
id_w8mz85y2g5xt,"[952.0, 400.0, 47.0, 41.0]",2.0,6378.0,3
id_wjh7ry5irclj,"[898.0, 953.0, 79.0, 44.0]",2.0,6424.0,10
id_2axfn95b2vlw,"[190.0, 479.0, 30.0, 20.0]",2.0,240.0,3
id_sdscczlyye38,"[158.0, 20.0, 80.0, 128.0]",2.0,4219.0,11
id_1ow6ctv4gow6,"[95.0, 333.0, 49.0, 41.0]",2.0,417.0,109
id_kq357v0gf6xp,"[797.0, 681.0, 77.0, 56.0]",2.0,4104.0,31
id_r4u3p6ej7ut2,"[40.0, 837.0, 43.0, 24.0]",2.0,3374.0,8
id_5u24ogppojxv,"[404.0, 1.0, 42.0, 28.0]",2.0,691.0,36
id_kkkpz698mnru,"[251.0, 706.0, 94.0, 138.0]",2.0,2582.0,16
id_di5hmzhizwr0,,,,1
id_w3isqwib1bvm,"[932.0, 493.0, 66.0, 72.0]",2.0,6497.0,13
id_cquwdnvwqb1p,"[321.0, 548.0, 44.0, 34.0]",2.0,2987.0,2
id_u157q9u4uiug,"[327.0, 415.0, 32.0, 40.0]",2.0,6031.0,21
id_98zqwvua49px,"[590.0, 158.0, 51.0, 59.0]",2.0,1666.0,13
id_9zfep6w79a7k,"[495.0, 810.0, 63.0, 55.0]",2.0,1718.0,27
id_27becrfi5b01,"[0.0, 462.0, 25.0, 52.0]",2.0,595.0,61
id_g4gtx0l0sptm,"[360.0, 176.0, 30.0, 34.0]",2.0,3353.0,85
id_3r1n5ez0k5gi,"[465.0, 78.0, 45.0, 65.0]",2.0,846.0,26
id_nilfg0yolc6n,"[83.0, 141.0, 72.0, 57.0]",2.0,3463.0,61
id_qlkqussplwqf,,,,1
id_ggo3tvj1t09s,"[334.0, 461.0, 31.0, 30.0]",3.0,3419.0,5
id_n8hm8tzt4l5z,"[689.0, 479.0, 51.0, 62.0]",2.0,5155.0,18
